"name,value_euro,age,overall_rating"
"P. Barrientos,2400000,34,73"
"F. Rinaudo,3400000,31,73"
"L. Mazzitelli,5500000,23,73"
"Eduardo,4900000,25,73"
"G. Pazzini,2500000,34,73"
"A. Bamba,3200000,28,73"
"A. Mina,3800000,28,73"
"I. Mbaye,4700000,24,73"
"M. Tekdemir,3000000,31,73"
"L. Burián,1600000,35,73"
"Michel Cruceiro,3500000,27,73"
"Ricardo,3600000,32,73"
"Y. Gordillo,4400000,26,73"
"G. Peruzzi,4100000,26,73"
"Yu Hanchao,3500000,32,73"
"K. Westwood,2000000,34,73"
"Evandro Rochedo,2100000,35,73"
"Dani Pacheco,4200000,28,73"
"A. Ríos,3100000,30,73"
"D. Kadah,3100000,33,73"
"A. Diakhaby,5500000,22,73"
"Juan Carlos,2600000,31,73"
"I. Success,5500000,23,73"
"S. Al Dawsari,4300000,27,73"
"A. Özbiliz,4000000,28,73"
"G. Banguera,4700000,23,73"
"K. Johnsson,3200000,29,73"
"U. Demirok,3100000,30,73"
"N. Asare,2600000,32,73"
"M. Pucciarelli,4700000,27,73"
"D. Fagundez,5000000,24,73"
"W. Troost-Ekong,4400000,25,73"
"Paulinho,3100000,32,73"
"J. Foyth,6500000,21,73"
"M. Linnes,3400000,27,73"
"Serginho,5500000,24,73"
"Hélder Lopes,3000000,30,73"
"E. Berg,3100000,30,73"
"R. Bengtsson,2300000,32,73"
"F. Forestieri,4100000,29,73"
"K. Wilczek,3900000,31,73"
"G. Cimirot,4800000,26,73"
"I. Bennacer,6500000,21,73"
"L. Marrone,3200000,28,73"
"R. Halliche,2700000,32,73"
"V. Vada,5500000,23,73"
"Y. Bissouma,6500000,22,73"
"R. Salinas,2900000,30,73"
"R. Doan,7000000,20,73"
"F. Pardo,4200000,28,73"
"J. Duque,4300000,26,73"
"D. Jensen,3500000,26,73"
"Omar Ramos,3800000,31,73"
"D. Randolph,2400000,31,73"
"S. Sensi,4500000,23,73"
"A. Ricaurte,4200000,27,73"
"M. Aguirregaray,3000000,29,73"
"João Carvalho,6000000,21,73"
"A. Zeneli,5000000,24,73"
"D. Dainelli,270000,39,73"
"K. Hansen,3100000,30,73"
"R. Bennett,3200000,29,73"
"Lee Chung Yong,3900000,30,73"
"V. Verre,5500000,25,73"
"Kwoun Sun Tae,2000000,34,73"
"Mauro Cildinho,1100000,35,73"
"Edinho,1800000,36,73"
"L. Pisculichi,2000000,35,73"
"Y. Benalouane,2700000,31,73"
"A. Ragusa,4000000,28,73"
"F. Lemoine,2700000,31,73"
"C. Roldan,4700000,23,73"
"D. Ndong,4500000,24,73"
"V. Coufal,4100000,26,73"
"M. Oršić,4800000,26,73"
"Édundo Oliveira,3500000,27,73"
"B. Bannan,4000000,29,73"
"R. Koch,4700000,22,73"
"N. Pasquini,3300000,28,73"
"A. Rosina,2000000,35,73"
"T. Parker,4500000,26,73"
"Marcos Guilherme,5500000,23,73"
"D. Luckassen,4400000,23,73"
"S. Hutchinson,2600000,28,72"
"Bruno Lamas,4200000,24,72"
"A. Bălută,3900000,25,72"
"De las Cuevas,2400000,32,72"
"Léo Bonatini,3800000,24,72"
"D. Kolář,2400000,33,72"
"T. Aoyama,2400000,33,72"
"S. Montoya,3700000,27,72"
"V. Aguilera,2400000,29,72"
"H. Yamaguchi,3200000,28,72"
"I. Mboyo,2700000,31,72"
"Bruno Tabata,4800000,21,72"
"B. Barišić,3200000,26,72"
"Wilson Manafá,3500000,24,72"
"C. Nørgaard,3700000,24,72"
"G. Friend,2200000,31,72"
"D. Khocholava,3300000,26,72"
"B. Srarfi,4400000,21,72"
"Romarinho,3300000,28,72"
"Mateus,1600000,34,72"
"W. Hoolahan,1000000,36,72"
"R. Azeez,3500000,26,72"
"M. Frey,4300000,24,72"
"J. Akpa Akpro,3700000,26,72"
"Isaac Cuenca,3300000,27,72"
"Fábio Pacheco,2300000,30,72"
"Lucas Piazon,3900000,25,72"
"Timo Triano,950000,35,72"
"A. Scholz,3400000,26,72"
"Y. Chibsah,3800000,25,72"
"M. Duffy,2400000,33,72"
"G. McAuley,425000,39,72"
"N. Al Abed,3100000,29,72"
"Alessinito,950000,35,72"
"D. Verde,5000000,22,72"
"P. Lasogga,3700000,27,72"
"M. Pack,3200000,27,72"
"Z. Ferhat,3900000,26,72"
"C. Marshall,1300000,34,72"
"J. Bahebeck,4000000,25,72"
"R. Espinoza,2700000,32,72"
"N. González,5500000,20,72"
"Nuno Santos,4200000,24,72"
"K. Kusk,3300000,27,72"
"E. Lamanna,2600000,29,72"
"G. Sunu,3300000,27,72"
"E. Berggreen,4000000,25,72"
"G. Núñez,2900000,31,72"
"L. Aued,2700000,32,72"
"Hao Junmin,2700000,31,72"
"V. Găman,2400000,30,72"
"Pulido,2900000,27,72"
"A. Mobara,3500000,25,72"
"J. Ledley,,32,72"
"A. Çalık,3500000,25,72"
"A. Cerri,4600000,22,72"
"Kim Jin Su,3000000,26,72"
"C. Gytkjær,3200000,28,72"
"Kangin Lee,6000000,18,72"
"Edigar Junio,3300000,27,72"
"J. Bostock,3600000,27,72"
"S. Pellissier,900000,39,72"
"M. Antonsson,3600000,27,72"
"M. Kean,6500000,19,72"
"J. Collins,950000,35,72"
"N. Mushekwi,3000000,31,72"
"L. Jiménez,2400000,29,72"
"D. N'Dinga,2300000,30,72"
"F. Kroos,3100000,27,72"
"M. Mahi,4100000,24,72"
"J. van Overeem,3900000,24,72"
"A. Esswein,3100000,28,72"
"J. Moreira,2500000,29,72"
"Jorge Carvallinho,950000,35,72"
"J. Pereira,2100000,32,72"
"N. Galović,3300000,26,72"
"S. Mosquera,4300000,24,72"
"J. Nieto,3700000,26,72"
"C. Yacob,2300000,31,72"
"L. Ajorque,4200000,25,72"
"H. Barcos,1600000,34,72"
"S. Nakamura,,40,72"
"M. Doumbia,4300000,24,72"
"G. Tutino,5500000,22,72"
"A. Allione,4300000,24,72"
"G. Lanaro,1800000,32,72"
"W. Zimmerman,3400000,25,72"
"L. Rizzo,3300000,26,72"
"R. Gutiérrez,1400000,35,72"
"M. Gavranović,3200000,29,72"
"O. Hurmacı,2700000,32,72"
"A. Tello,5000000,22,72"
"S. Gustafson,4100000,24,72"
"F. Ceravolo,2800000,32,72"
"F. Coloccini,425000,37,72"
"G. Curci,1800000,33,72"
"Daniel Guimarães,1900000,31,72"
"E. Hallfreðsson,,34,72"
"M. Albornoz,2600000,28,72"
"J. Mercier,425000,39,72"
"M. Donald,2400000,30,72"
"M. Cuisance,5500000,19,72"
"A. Warda,,25,72"
"A. Traoré,4100000,23,72"
"O. McBurnie,4600000,22,72"
"Dankler,3100000,27,72"
"M. Goicoechea,2000000,30,72"
"L. Andersen,4300000,24,72"
"C. Obasi,2500000,32,72"
"T. Howard,210000,40,72"
"H. Goitom,2000000,34,72"
"S. Khaoui,4100000,23,72"
"R. van La Parra,3300000,27,72"
"Adrián Marín,4100000,22,72"
"L. Menossi,4100000,25,72"
"Josué Sá,3300000,26,72"
"A. Chatzigiovanis,4400000,21,72"
"Cristian Lodeira,3400000,27,72"
"A. Pantic,3200000,26,72"
"J. Rojas,3700000,26,72"
"F. Klos,3000000,31,72"
"C. Ramírez,,24,72"
"J. Boye,2100000,31,72"
"M. Malyshev,3500000,26,72"
"Douglas,2600000,28,72"
"K. Boyd,1600000,35,72"
"D. Rodríguez,2500000,29,72"
"M. Møller Dæhli,4200000,24,72"
"S. Polter,3600000,27,72"
"R. van Rhijn,2900000,27,72"
"N. Maraš,3900000,23,72"
"L. Castellanos,1300000,34,72"
"A. Biyogo Poko,3600000,26,72"
"J. Otero,4400000,23,72"
"N. Boilesen,3000000,27,72"
"D. Lainez,5500000,18,72"
"Y. Al Shahrani,3100000,26,72"
"I. Diomandé,3400000,26,72"
"D. Dibusz,,28,72"
"D. Kądzior,3700000,26,72"
"J. Bottinelli,1300000,34,72"
"G. Barry,425000,38,72"
"R. Kruse,3000000,30,72"
"C. Bernardi,3100000,28,72"
"E. Ávila,4200000,25,72"
"N. Radonjić,4400000,23,72"
"Jeff Meirson,2600000,27,72"
"J. Güemez,3000000,27,72"
"J. Jones,4300000,24,72"
"D. Guzman,2500000,29,72"
"A. Zaldívar,4100000,25,72"
"S. Tibbling,4200000,24,72"
"Joshuando Sá,875000,35,72"
"A. De Sart,4200000,22,72"
"W. Owusu,3200000,29,72"
"M. Abarhoun,2400000,29,72"
"J. Puncheon,2400000,32,72"
"M. Stiepermann,3300000,28,72"
"M. Demir,3400000,27,72"
"Salva Sevilla,1500000,34,72"
"B. Kololli,3700000,26,72"
"J. Börner,2900000,28,72"
"Ricardo Ryller,4100000,25,72"
"B. Białkowski,2000000,31,72"
"M. Mantovani,1300000,34,72"
"S. Ortega,2900000,26,72"
"S. Gürler,3300000,27,72"
"J. Bennett,2500000,28,72"
"Rui Fonte,3200000,28,72"
"A. Adnan,3900000,25,72"
"Luismi,3400000,26,72"
"L. Garritano,3900000,25,72"
"A. Cubas,3700000,22,72"
"Jubal,3300000,25,72"
"L. Phiri,4200000,24,72"
"T. Delaine,3200000,26,72"
"J. Murphy,3100000,29,72"
"Alexandre Frandeira,2300000,31,72"
"R. García Guerreño,2500000,29,72"
"K. Sema,3800000,25,72"
"Reyes,1600000,35,72"
"I. Hajrović,3300000,27,72"
"Fernando Boldrin,3000000,30,72"
"D. Peralta,1300000,34,72"
"Sebá,3700000,26,72"
"U. Ćosić,3400000,26,72"
"F. Pisacane,1800000,33,72"
"D. Rossi,5500000,21,72"
"R. Alvarado,4200000,20,72"
"J. Brownhill,4300000,23,72"
"M. Piedrahita,1200000,33,72"
"M. van der Werff,2400000,29,72"
"D. Dwyer,3300000,28,72"
"G. Bettini,2400000,26,71"
"P. Brlek,3100000,25,71"
"Miltisco Paulino,1800000,31,71"
"Tobias Figueiredo,2600000,25,71"
"Erik Morán,2300000,27,71"
"David Batanero,2300000,30,71"
"G. Holtmann,3300000,23,71"
"A. Caracciolo,1900000,28,71"
"A. Ajdarević,2400000,28,71"
"Jung Sung Ryong,1200000,34,71"
"A. Kamara,3100000,24,71"
"A. Preciado,3100000,24,71"
"M. Valenzuela,3200000,20,71"
"E. Fernandes,3500000,22,71"
"L. Memushaj,2000000,32,71"
"E. Kawashima,550000,35,71"
"J. Filipović,2500000,26,71"
"A. Gogia,2500000,27,71"
"D. Schmidt,1600000,31,71"
"Rodrigo Becão,3200000,23,71"
"M. Friedrich,3000000,23,71"
"T. Schütz,1800000,31,71"
"S. Tecl,2500000,28,71"
"D. Milićević,1800000,33,71"
"O. Fink,750000,36,71"
"A. Tarek,2500000,26,71"
"M. Jonjić,2300000,28,71"
"B. Heynen,3300000,22,71"
"João Pedro,3000000,22,71"
"D. Rosero Valencia,2800000,25,71"
"R. Caroca,1900000,29,71"
"Souza,2200000,31,71"
"K. Bonifazi,3000000,22,71"
"D. Williams,2300000,30,71"
"O. Cabezas,3000000,22,71"
"C. Stengs,5000000,20,71"
"Borja Lasso,3200000,25,71"
"R. Oudin,3700000,22,71"
"R. Rodríguez,1800000,31,71"
"J. Campos,,30,71"
"J. Rhodes,2400000,29,71"
"I. Šunjić,3200000,22,71"
"R. Thelander,2100000,27,71"
"N. Moro,3600000,20,71"
"M. Lustig,1600000,32,71"
"S. Nishikawa,1400000,32,71"
"M. Torsiglieri,1800000,31,71"
"P. Škuletić,2400000,28,71"
"M. Caire,1800000,30,71"
"C. Lucchetti,160000,40,71"
"B. Afobe,3000000,26,71"
"Carlitos,1000000,36,71"
"J. Bela,3000000,25,71"
"M. Coronel,2100000,29,71"
"Ricardo Valente,2500000,27,71"
"J. Perbet,1500000,34,71"
"A. Callens,2500000,26,71"
"Adriano Facchini,550000,35,71"
"Carraça,2500000,26,71"
"A. Rojas,1800000,33,71"
"D. Lenihan,2600000,24,71"
"B. McKay,3200000,24,71"
"N. Ghilas,2400000,28,71"
"Y. Kashiwa,2200000,31,71"
"D. Damjanović,850000,37,71"
"F. Sammaritano,1800000,32,71"
"V. Fiorillo,1700000,29,71"
"R. Keogh,1600000,32,71"
"Bressan,2500000,26,71"
"E. Başsan,2800000,26,71"
"J. Quiñones,3900000,21,71"
"A. Soto,2600000,25,71"
"H. Novillo,2500000,27,71"
"C. Brunt,1400000,34,71"
"D. McGoldrick,2300000,31,71"
"K. Letica,2600000,22,71"
"L. Reyes,2200000,27,71"
"L. Zingerle,2200000,24,71"
"F. Müller,3700000,21,71"
"R. Tesche,1600000,31,71"
"U. Emanuelson,1800000,32,71"
"J. Abella,2600000,25,71"
"T. Kleindienst,3200000,23,71"
"M. Yumlu,1800000,31,71"
"M. Matip,1400000,33,71"
"J. Sambenito,,27,71"
"S. Prevljak,3200000,23,71"
"D. von Ballmoos,2600000,24,71"
"A. Nwakaeme,2300000,29,71"
"D. Silva,2000000,32,71"
"I. Oblyakov,3900000,20,71"
"M. Fraga,1500000,31,71"
"B. Başaçıkoğlu,3200000,23,71"
"C. Bryson,2000000,32,71"
"D. Andrade,2000000,28,71"
"E. Andersen,2800000,26,71"
"H. Dean,2400000,27,71"
"Edu Machado,1900000,28,71"
"E. Aguirre,4100000,22,71"
"N. Leiva,3500000,22,71"
"Tiago,2900000,26,71"
"K. Musona,2400000,28,71"
"A. Gonçalves,1800000,33,71"
"Torrejón,1400000,33,71"
"C. Pinares,2700000,27,71"
"R. Pucino,2200000,27,71"
"P. Barrera,2100000,31,71"
"Nascimentardo,2200000,31,71"
"Heltinho Melo,1200000,35,71"
"B. Koita,2500000,28,71"
"Canella,1700000,31,71"
"K. Lee,2200000,30,71"
"R. Mphahlele,1900000,29,71"
"K. Müller,1800000,27,71"
"J. Cuero,2200000,30,71"
"J. Wallace,3000000,24,71"
"J. Sánchez,1900000,29,71"
"S. Guirassy,3500000,22,71"
"L. Agbenyenu,3000000,22,71"
"J. Harrison,3700000,22,71"
"S. Schwab,2200000,28,71"
"D. Burn,2400000,26,71"
"M. Correia,1800000,29,71"
"Marlion Rolim,2500000,27,71"
"S. Michel,2500000,28,71"
"P. Olkowski,1900000,29,71"
"G. Loria,1400000,33,71"
"Javi Castellano,1800000,31,71"
"M. Fouzair,2500000,27,71"
"C. Yambéré,2300000,28,71"
"B. Sanneh,2800000,24,71"
"H. Reed,2800000,24,71"
"Fernando,5000000,20,71"
"S. Plavšić,3200000,23,71"
"J. Morrison,1800000,32,71"
"D. Machado,2600000,25,71"
"P. Díaz,2800000,24,71"
"A. Khalili,2900000,26,71"
"K. Kerschbaumer,2700000,26,71"
"S. Medojević,2000000,28,71"
"G. Berardi,1800000,30,71"
"Thiago Santana,2900000,26,71"
"M. Maloča,1800000,29,71"
"Negueba,2800000,26,71"
"S. Malone,2200000,27,71"
"J. Cooper,2600000,24,71"
"H. Abe,2400000,29,71"
"Raúl Lizoain,1800000,28,71"
"K. Lafferty,2300000,31,71"
"Wiliam Santinho,950000,35,71"
"T. Beugelsdijk,2000000,28,71"
"F. Gulbrandsen,2900000,26,71"
"L. Bruins,2100000,32,71"
"R. Oshima,2400000,26,71"
"Álvaro,2800000,27,71"
"M. Al Buraik,2400000,26,71"
"Raphael Rossi,2200000,28,71"
"G. Litteri,2300000,30,71"
"M. Rodríguez,1300000,32,71"
"C. Gülselam,1800000,31,71"
"M. Le Bihan,2400000,28,71"
"R. Bajić,3200000,24,71"
"F. Navarro,1800000,29,71"
"B. Drągowski,3200000,21,71"
"D. Bentley,2300000,25,71"
"Juninho,2300000,30,71"
"Kadu,1600000,32,71"
"Rafa Mir,4100000,21,71"
"M. Autret,2500000,28,71"
"A. Diomande,2400000,29,71"
"B. Jeannot,2800000,27,71"
"Z. Kuzmanović,2200000,31,71"
"D. Lemos,1800000,30,71"
"D. Barbona,3200000,24,71"
"F. Erpen,550000,35,71"
"S. Andersson,2800000,27,71"
"M. Hector,2500000,26,71"
"G. Molins,2400000,30,71"
"L. Jutkiewicz,2400000,29,71"
"Silvosinho,675000,35,71"
"K. Balanta,3800000,21,71"
"V. Muriqi,3300000,24,71"
"F. Márquez,2300000,31,71"
"H. Van Der Bruggen,2900000,25,71"
"L. Nielsen,1800000,31,71"
"A. Mac Allister,5000000,20,71"
"Jonas,2300000,27,71"
"Defendi,1400000,32,71"
"L. Quintana,2500000,27,71"
"Dorca,550000,36,71"
"E. Prib,2400000,29,71"
"Yeom Ki Hun,1000000,35,71"
"Bremer,3200000,21,71"
"Rodrigo,2400000,26,71"
"J. Attamah,2500000,24,71"
"Álvaro Lemos,2400000,25,71"
"J. Meram,2300000,30,71"
"Renato Neto,2700000,27,71"
"Alexandre Guedes,3200000,25,71"
"E. García,1900000,29,71"
"A. Ateef,2500000,26,71"
"N. Bitton,2300000,27,71"
"S. Thern,2800000,26,71"
"N. Katić,3600000,22,71"
"O. Haddadi,2300000,27,71"
"H. Choudhury,3200000,21,71"
"M. Jedinák,950000,34,71"
"D. Benlamri,2200000,29,71"
"S. Palacios,2500000,27,71"
"M. Al Owais,2000000,27,71"
"O. Rashid,2500000,27,71"
"G. Thorne,2600000,26,71"
"A. Pešić,2200000,26,70"
"S. Berahino,2400000,25,70"
"R. Bianco,1600000,31,70"
"N. Sarenren Bazee,2600000,22,70"
"J. Böðvarsson,2200000,26,70"
"C. De Norre,2800000,22,71"
"S. Maguire,3400000,24,71"
"L. Lollo,2400000,28,71"
"Luso,950000,34,71"
"A. Kolomeytsev,1800000,30,71"
"J. Siebenhandl,1900000,29,71"
"S. Downing,1400000,34,71"
"O. Pérez,160000,46,71"
"P. Klingmann,1700000,30,71"
"L. Mancuso,2800000,26,71"
"Eguaras,2500000,27,71"
"G. Makaridze,1500000,28,70"
"S. Sam,1700000,31,70"
"Lucas Possignolo,2100000,24,70"
"Edson Farias,1900000,27,70"
"G. Campi,1700000,27,70"
"A. Hutton,675000,34,70"
"Braga,750000,35,70"
"C. Ganea,1800000,26,70"
"E. Burgos,1800000,27,70"
"S. Janko,1900000,23,70"
"L. Pasciuti,1800000,29,70"
"J. Cavalli,600000,37,70"
"B. Berisha,1400000,33,70"
"T. Martínez,2700000,24,70"
"H. Mendyl,3000000,21,70"
"Alberto Benito,1800000,26,70"
"G. Varela,2000000,25,70"
"S. Lundevall,1700000,30,70"
"J. Rodríguez,2100000,23,70"
"M. Azira,1300000,31,70"
"Ortuño,1900000,28,70"
"T. Bašić,2700000,22,70"
"F. Amuzu,3700000,19,70"
"Bismark,2200000,25,70"
"J. Adéoti,1400000,29,70"
"William,1500000,32,70"
"J. Garner,1700000,30,70"
"M. Matos,825000,36,70"
"C. Şahin,2300000,24,70"
"E. Özbir,1400000,29,70"
"Javi Ros,1800000,29,70"
"K. Leerdam,1400000,28,70"
"M. Silvestri,1200000,28,70"
"S. Ujkani,1200000,30,70"
"Victor Fachinhas,725000,35,70"
"Núrio,2000000,23,70"
"S. Marinos,1300000,31,70"
"G. Leadbitter,1000000,33,70"
"S. Pocognoli,1300000,31,70"
"K. Hämäläinen,1600000,32,70"
"Y. Moreno,2700000,23,70"
"P. Helland,1800000,29,70"
"M. Pedersen,1800000,28,70"
"Casadesús,1100000,34,70"
"J. Archer,1600000,25,70"
"P. Sagna,1500000,28,70"
"J. Menéndez,2400000,25,70"
"Y. Kashiwagi,1600000,31,70"
"Lucas Áfrico,2000000,24,70"
"N. Mihajlović,2400000,23,70"
"S. Breitkreuz,1800000,27,70"
"D. Delgado,2100000,26,70"
"S. Johnson,1400000,29,70"
"Ferro,2400000,21,70"
"C. Bieler,925000,35,70"
"M. Hefele,1700000,28,70"
"D. Blum,1900000,28,70"
"U. Uçar,1200000,31,70"
"N. Paz,2000000,26,70"
"Bernardo,2100000,25,70"
"M. Gori,2100000,26,70"
"R. Robayo,875000,34,70"
"A. Totovytskyi,2200000,26,70"
"O. Hüsing,1900000,26,70"
"A. Seculin,1400000,28,70"
"Marco Sangalli,1900000,27,70"
"M. Danielson,1600000,29,70"
"Kim Young Gwon,1600000,29,70"
"M. Barbieri,2100000,25,70"
"G. Belaud,1200000,32,70"
"Ricardo Ferreira,1400000,29,70"
"K. Barbarouses,1800000,29,70"
"J. Rodríguez,2100000,22,70"
"C. Battocchio,2100000,27,70"
"W. Grigg,2100000,27,70"
"M. Coutadeur,1000000,32,70"
"R. Petretta,2800000,21,70"
"S. De Ridder,1600000,32,70"
"Macarinho Louro,1700000,31,70"
"B. Meling,2000000,24,70"
"N. Obiora,1700000,27,70"
"Puertas,1900000,27,70"
"A. Saldívar,1200000,29,70"
"Y. Wissa,3200000,22,70"
"R. Ovelar,1400000,33,70"
"D. Dessena,1500000,31,70"
"N. Al Shamrani,925000,35,70"
"Sílvio,1300000,31,70"
"M. Bolados,2500000,23,70"
"Diogildo Peixe,1700000,31,70"
"S. Griesbeck,1500000,28,70"
"L. García,1700000,26,70"
"J. Brabec,1900000,26,70"
"Nenê,925000,35,70"
"T. Itō,3100000,21,70"
"L. Spalvis,2400000,24,70"
"Aitor García,2500000,24,70"
"J. Paredes,,31,70"
"M. Varnier,3500000,20,70"
"S. Morsy,1700000,27,70"
"F. Ayité,1700000,30,70"
"F. Zuculini,1800000,28,70"
"Bruno Moreira,1700000,31,70"
"C. Fierro,2300000,24,70"
"M. Morrison,1300000,31,70"
"P. Gallagher,1000000,34,70"
"D. Nounkeu,1000000,32,70"
"T. Tawatha,1700000,26,70"
"Toribio,1400000,30,70"
"T. Carson,1100000,31,70"
"H. Aiesh,2400000,24,70"
"R. Boffin,1100000,31,70"
"U. Matić,1800000,28,70"
"L. Giannetti,2100000,25,70"
"D. Sorgić,1800000,29,70"
"José Arnáiz,2700000,23,70"
"D. Kaiser,1700000,30,70"
"A. Crescenzi,1700000,27,70"
"D. Cerén,1400000,29,70"
"Y. Al Shehri,1800000,28,70"
"Renato Chaves,1400000,28,70"
"A. Sissoko,1400000,28,70"
"Chong Te Se,925000,35,70"
"Dodô,2600000,20,70"
"R. Jenssen,1600000,30,70"
"J. Onomah,3200000,21,70"
"P. Franco,1700000,27,70"
"J. Dudziak,2000000,23,70"
"W. Zahibo,2000000,25,70"
"J. Toledo,1400000,32,70"
"C. Diandy,1700000,28,70"
"A. Jędrzejczyk,1300000,31,70"
"Waguininho,1800000,29,70"
"M. Manotas,2500000,23,70"
"Aderllan Santos,1600000,29,70"
"J. Roa,2100000,27,70"
"Dani Hernández,1000000,33,70"
"A. Bouhaddouz,1600000,31,70"
"N. Hauptmann,2900000,22,70"
"L. Paqarada,1900000,24,70"
"D. Kinsombi,2400000,23,70"
"R. Improta,2100000,25,70"
"E. Torres,2300000,26,70"
"F. Diabaté,2700000,23,70"
"S. Willems,1700000,28,70"
"S. Özcan,3100000,21,70"
"M. Caligiuri,550000,34,70"
"D. Moberg Karlsson,2400000,24,70"
"O. Dramé,2100000,26,70"
"Puado,3200000,20,70"
"C. Henao,1400000,30,70"
"J. Palacios,1400000,28,70"
"M. Wittek,2200000,23,70"
"M. Hartel,2400000,23,70"
"M. Frýdek,2200000,26,70"
"A. Montero,2100000,23,70"
"E. Hestad,2500000,23,70"
"M. Drudi,1200000,32,70"
"S. Schonlau,2000000,24,70"
"P. Toranzo,600000,36,70"
"Daniel Amora,1300000,31,70"
"M. Hanousek,1900000,25,70"
"T. Derijck,1200000,31,70"
"E. López,2500000,24,70"
"Anuar,2100000,24,70"
"K. Günter,2000000,24,70"
"A. Konradsen,1800000,28,70"
"G. Torres,1800000,30,70"
"T. Asano,2400000,24,70"
"I. Nedelcearu,,22,70"
"L. Castro,2100000,26,70"
"S. McKenna,3100000,22,70"
"D. Fox,1000000,32,70"
"S. Birnbaum,1700000,28,70"
"C. Maxwell,1500000,28,70"
"D. Stracqualursi,1700000,31,70"
"W. Sobota,1600000,31,70"
"S. Doi,2100000,26,70"
"José Mari,1300000,31,70"
"T. Weilandt,2100000,26,70"
"A. Wisdom,2000000,25,70"
"K. Smith,1800000,28,70"
"M. Bodmer,750000,36,70"
"F. Ballo-Touré,2700000,22,70"
"Jeong Woon,1700000,29,70"
"L. Mendoza,1800000,29,70"
"M. Faraoni,1500000,27,70"
"D. Avdijaj,2500000,22,70"
"Juan Dominguez,1800000,29,70"
"M. Sylla,2400000,24,70"
"M. Ibáñez,1100000,32,70"
"F. Giefer,1400000,28,70"
"D. Batubinsika,2100000,23,70"
"S. Kaneko,2500000,23,70"
"Edsinho Torres,500000,35,70"
"A. Rosi,1600000,31,70"
"E. López,2300000,24,70"
"S. Hain,1800000,30,70"
"J. Caicedo,1800000,29,70"
"P. Souaré,1400000,28,70"
"G. Carey,1700000,29,70"
"N. McGinn,1700000,31,70"
"L. Lacroix,1800000,27,70"
"I. Bel Hassani,2200000,26,70"
"L. Lollo,1200000,31,70"
"F. Jungwirth,1400000,30,70"
"J. Silbeira,,23,70"
"E. Bush,1000000,33,70"
"Campillo,1900000,28,70"
"F. Ondoa,1800000,23,70"
"F. Mancinelli,240000,36,70"
"K. Overmeire,1000000,33,70"
"H. Campagnaro,240000,38,70"
"N. Đurđić,1400000,32,70"
"Hugo Vieira,1800000,30,70"
"R. Loaiza,2400000,24,70"
"B. Khuzwayo,1500000,29,70"
"A. Salvi,1300000,30,70"
"J. Zárate,1900000,27,70"
"S. Bornauw,2700000,19,70"
"Óscar,3400000,20,70"
"M. Parkhurst,550000,35,70"
"M. Rodák,1900000,22,70"
"Rodri,1800000,28,70"
"L. Mareček,1800000,28,70"
"A. Nordin,2900000,20,70"
"J. Siebatcheu,2500000,22,70"
"Joel Pereira,2000000,22,70"
"S. Muntari,1000000,34,70"
"A. Tchouaméni,3600000,19,70"
"Jhonatan,1400000,27,70"
"R. Echeverría,2100000,23,70"
"A. Bernardini,1200000,32,70"
"B. Schmitz,1900000,24,70"
"D. Bisoli,2300000,24,70"
"I. Sylla,1900000,28,70"
"M. Dawson,550000,35,70"
"A. Fathi,,34,70"
"E. Löwen,2500000,22,70"
"R. Green,120000,39,70"
"L. Tawamba,1800000,29,70"
"P. Galdames,2800000,22,70"
"M. Müller,1700000,25,70"
"Unai Medina,1400000,29,70"
"S. Allagui,1400000,32,70"
"A. Bastía,120000,40,70"
"T. Kempe,1700000,29,70"
"Z. Touré,1400000,29,70"
"Fidel,1800000,29,70"
"O. Kolář,1800000,24,70"
"J. Lawrence,1100000,26,69"
"J. Maclaren,1400000,25,69"
"A. Sobiech,1100000,28,69"
"A. Jansen,1100000,29,69"
"F. Zampano,1300000,25,69"
"K. Stuhr-Ellegaard,250000,35,69"
"M. Bunn,525000,34,69"
"Juanjo,775000,30,69"
"D. Odoi,775000,30,69"
"J. Ngandu Kayamba,1200000,26,69"
"M. Morganella,1000000,29,69"
"V. Fındıklı,1000000,28,69"
"Denilson,1500000,23,69"
"J. Villota,1200000,27,69"
"Isma López,825000,29,69"
"B. Riveros,1600000,21,69"
"I. Chebake,825000,29,69"
"F. Schultz,900000,27,69"
"F. Kurto,850000,27,69"
"S. Mosquera,1200000,25,69"
"F. Seymour,975000,31,69"
"R. Ghoochannejhad,1000000,31,69"
"R. Maniero,1000000,31,69"
"N. Theuerkauf,700000,32,69"
"F. Fielding,675000,30,69"
"C. Lampe,,31,69"
"A. Guliev,1500000,23,69"
"Luciano Cacheira,425000,35,69"
"Alberto,1100000,26,69"
"J. Gyau,1200000,26,69"
"B. Gimber,1500000,22,69"
